System Tag,Date,Portfolio Value,Cash In/Out,NAV,Prev NAV,PnL,Daily P/L %,Exposure Value,Prev Portfolio Value,Prev Exposure Value,Prev Pnl,Drawdown %,,,,
SLONG22,2025-06-26,-508.03,0.00,99.95,100.00,-508.03,-0.05,1113310.17,0.00,1113310.17,0.00,-0.05,,,,
SLONG23,2025-06-26,-402.14,0.00,99.96,100.00,-402.14,-0.04,1113310.17,0.00,1113310.17,0.00,-0.04,,,,
SLONG24,2025-06-26,-402.14,0.00,99.96,100.00,-402.14,-0.04,1113310.17,0.00,1113310.17,0.00,-0.04,,,,
SLONG3,2025-06-26,2215.12,0.00,100.20,100.00,2215.12,0.20,1113310.17,0.00,1113310.17,0.00,0.00,,,,
SLONG4,2025-06-26,2215.12,0.00,100.20,100.00,2215.12,0.20,1113310.17,0.00,1113310.17,0.00,0.00,,,,
SLONG5,2025-06-26,2286.72,0.00,100.21,100.00,2286.72,0.21,1113310.17,0.00,1113310.17,0.00,0.00,,,,
SLONG6,2025-06-26,2827.25,0.00,100.25,100.00,2827.25,0.25,1113310.17,0.00,1113310.17,0.00,0.00,,,,
SLONG7,2025-06-26,2286.72,0.00,100.21,100.00,2286.72,0.21,1113310.17,0.00,1113310.17,0.00,0.00,,,,
SLONG8,2025-06-26,2827.25,0.00,100.25,100.00,2827.25,0.25,1113310.17,0.00,1113310.17,0.00,0.00,,,,
SLONG9,2025-06-26,2286.72,0.00,100.21,100.00,2286.72,0.21,1113310.17,0.00,1113310.17,0.00,0.00,,,,
Large Cap Stock Holdings,2025-06-26,19122050.00,0.00,101.11,99.90,229400.00,1.21,18892650.00,18892650.00,18911950.00,-19300.00,0.00,,,,
Liquidcase Stock Holdings,2025-06-26,4401852.00,0.00,100.05,100.04,403.10,0.01,4401448.90,4401448.90,4399836.50,1612.40,0.00,,,,
Small Cap Stock Holdings,2025-06-26,28323404.00,0.00,103.29,102.23,292736.00,1.04,28030668.00,28030668.00,27419728.00,610940.00,0.00,,,,
Debt Stock Holdings,2025-06-26,4401852.00,0.00,100.05,100.04,403.10,0.01,4401448.90,4401448.90,4399836.50,1612.40,0.00,,,,
Equity Stock Holdings,2025-06-26,47445454.00,0.00,102.40,101.28,522136.00,1.11,46923318.00,46923318.00,46331678.00,591640.00,0.00,,,,
Stock Holdings,2025-06-26,51847306.00,0.00,102.20,101.17,522539.10,1.02,51324766.90,51324766.90,50731514.50,593252.40,0.00,,,,
Miscellaneous P&L,2025-06-26,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
Total Tax,2025-06-26,-1946.70,1269.61,100.00,100.00,-1946.70,0.00,0.00,-1269.61,0.00,0.00,0.00,,,,
Equity Holdings Tax,2025-06-26,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
Equity Intraday Tax,2025-06-26,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
F&O Tax,2025-06-26,-1946.70,1269.61,100.00,100.00,-1946.70,0.00,0.00,-1269.61,0.00,0.00,0.00,,,,
MCX Tax,2025-06-26,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
Total Other Debits and Credits,2025-06-26,0.00,824.59,100.00,100.00,0.00,0.00,0.00,-824.59,0.00,0.00,0.00,,,,
Equity Other Debits and Credits,2025-06-26,0.00,824.59,100.00,100.00,0.00,0.00,0.00,-824.59,0.00,0.00,0.00,,,,
NPSAR,2025-06-26,3398433.67,-26402.57,100.32,100.10,58503.15,0.22,26719444.13,3366333.07,26719444.13,26402.55,0.00,,,,
SPSAR,2025-06-26,3415929.52,-31423.21,100.40,100.12,75999.00,0.28,26719444.13,3371353.71,26719444.13,31423.19,0.00,,,,
NLONG,2025-06-26,105306.30,0.00,100.39,100.00,105306.30,0.39,26719444.08,0.00,26719444.08,0.00,0.00,,,,
SLONG,2025-06-26,34834.99,0.00,100.13,100.00,34834.99,0.13,26719444.08,0.00,26719444.08,0.00,0.00,,,,
BNLONG,2025-06-26,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
FNLONG,2025-06-26,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
PSAR,2025-06-26,6814363.18,-57825.79,100.36,100.11,134502.15,0.25,53438888.26,6737686.77,53438888.26,57825.74,0.00,,,,
LONG,2025-06-26,140141.29,0.00,100.26,100.00,140141.29,0.26,53438888.16,0.00,53438888.16,0.00,0.00,,,,
Total Portfolio Value,2025-06-26,6952557.77,-56556.18,100.62,100.11,272696.74,0.51,53438888.00,6736417.16,53438888.00,56556.13,0.00,,,,
Zerodha Total Portfolio,2025-06-26,55275858.18,0.00,102.69,101.21,795235.84,1.46,54480622.34,54480622.34,53831638.40,648983.94,0.00,,,,
NPSAR1,2025-06-27,191454.20,-2528.12,100.88,100.48,5902.50,0.40,1484413.57,188079.82,1484413.57,2528.12,0.00,,,,
NPSAR10,2025-06-27,429296.31,-9728.36,100.31,99.96,11805.00,0.35,3339930.50,427219.67,3339930.50,9728.36,0.00,,,,
NPSAR11,2025-06-27,429296.31,-9728.36,100.43,100.08,11805.00,0.35,3339930.50,427219.67,3339930.50,9728.36,0.00,,,,
NPSAR12,2025-06-27,429296.31,-9728.36,100.53,100.18,11805.00,0.35,3339930.50,427219.67,3339930.50,9728.36,0.00,,,,
NPSAR13,2025-06-27,429296.31,-4397.75,100.63,100.28,11805.00,0.35,3339930.50,421889.06,3339930.50,4397.75,0.00,,,,
NPSAR2,2025-06-27,191454.20,-2044.40,100.73,100.33,5902.50,0.40,1484413.57,187596.10,1484413.57,2044.40,0.00,,,,
NPSAR3,2025-06-27,191454.20,-1759.40,100.63,100.23,5902.50,0.40,1484413.57,187311.10,1484413.57,1759.40,0.00,,,,
NPSAR4,2025-06-27,191454.20,-1759.40,100.63,100.23,5902.50,0.40,1484413.57,187311.10,1484413.57,1759.40,0.00,,,,
NPSAR5,2025-06-27,191454.20,-2528.12,100.88,100.48,5902.50,0.40,1484413.57,188079.82,1484413.57,2528.12,0.00,,,,
NPSAR6,2025-06-27,191454.20,-2528.12,100.88,100.48,5902.50,0.40,1484413.57,188079.82,1484413.57,2528.12,0.00,,,,
NPSAR7,2025-06-27,191454.20,-2044.40,100.73,100.33,5902.50,0.40,1484413.57,187596.10,1484413.57,2044.40,0.00,,,,
NPSAR8,2025-06-27,191454.20,-4864.18,101.42,101.02,5902.50,0.40,1484413.57,190415.88,1484413.57,4864.18,0.00,,,,
NPSAR9,2025-06-27,191454.20,-4864.18,101.42,101.02,5902.50,0.40,1484413.57,190415.88,1484413.57,4864.18,0.00,,,,
SPSAR1,2025-06-27,186770.70,-3675.00,100.66,100.58,1219.00,0.08,1484413.57,189226.70,1484413.57,3675.00,0.00,,,,
SPSAR10,2025-06-27,421401.31,-12078.00,100.22,100.10,3910.00,0.12,3339930.50,429569.31,3339930.50,12078.00,0.00,,,,
SPSAR11,2025-06-27,421027.31,-10946.00,100.29,100.18,3536.00,0.11,3339930.50,428437.31,3339930.50,10946.00,0.00,,,,
SPSAR12,2025-06-27,420721.31,-9950.00,100.39,100.29,3230.00,0.10,3339930.50,427441.31,3339930.50,9950.00,0.00,,,,
SPSAR13,2025-06-27,420721.31,-9950.00,100.43,100.33,3230.00,0.10,3339930.50,427441.31,3339930.50,9950.00,0.00,,,,
SPSAR2,2025-06-27,186770.70,-3675.00,100.66,100.58,1219.00,0.08,1484413.57,189226.70,1484413.57,3675.00,0.00,,,,
SPSAR3,2025-06-27,186770.70,-3675.00,100.66,100.58,1219.00,0.08,1484413.57,189226.70,1484413.57,3675.00,0.00,,,,
SPSAR4,2025-06-27,186770.70,-3675.00,100.66,100.58,1219.00,0.08,1484413.57,189226.70,1484413.57,3675.00,0.00,,,,
SPSAR5,2025-06-27,186770.70,-3675.00,100.66,100.58,1219.00,0.08,1484413.57,189226.70,1484413.57,3675.00,0.00,,,,
SPSAR6,2025-06-27,186770.70,-3675.00,100.66,100.58,1219.00,0.08,1484413.57,189226.70,1484413.57,3675.00,0.00,,,,
SPSAR7,2025-06-27,186770.70,-3675.00,100.66,100.58,1219.00,0.08,1484413.57,189226.70,1484413.57,3675.00,0.00,,,,
SPSAR8,2025-06-27,186770.70,-3675.00,100.66,100.58,1219.00,0.08,1484413.57,189226.70,1484413.57,3675.00,0.00,,,,
SPSAR9,2025-06-27,186770.70,-3675.00,100.66,100.58,1219.00,0.08,1484413.57,189226.70,1484413.57,3675.00,0.00,,,,
BNLONG1,2025-06-27,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
BNLONG10,2025-06-27,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
BNLONG11,2025-06-27,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
BNLONG12,2025-06-27,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
BNLONG2,2025-06-27,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
BNLONG3,2025-06-27,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
BNLONG4,2025-06-27,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
BNLONG5,2025-06-27,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
BNLONG6,2025-06-27,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
BNLONG7,2025-06-27,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
BNLONG8,2025-06-27,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
BNLONG9,2025-06-27,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
FNLONG1,2025-06-27,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
FNLONG10,2025-06-27,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
FNLONG11,2025-06-27,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
FNLONG12,2025-06-27,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
FNLONG2,2025-06-27,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
FNLONG3,2025-06-27,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
FNLONG4,2025-06-27,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
FNLONG5,2025-06-27,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
FNLONG6,2025-06-27,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
FNLONG7,2025-06-27,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
FNLONG8,2025-06-27,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
FNLONG9,2025-06-27,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
NLONG1,2025-06-27,4082.15,-3463.88,100.68,100.31,4082.15,0.37,1113310.17,3463.88,1113310.17,3463.88,0.00,,,,
NLONG10,2025-06-27,4152.80,-3104.62,100.65,100.28,4152.80,0.37,1113310.17,3104.62,1113310.17,3104.62,0.00,,,,
NLONG11,2025-06-27,0.00,-12509.47,101.12,101.12,0.00,0.00,1113310.17,12509.47,1113310.17,12509.47,0.00,,,,
NLONG12,2025-06-27,2816.47,-12153.86,101.35,101.09,2816.47,0.25,1113310.17,12153.86,1113310.17,12153.86,0.00,,,,
NLONG13,2025-06-27,3752.08,-1812.08,100.50,100.16,3752.08,0.34,1113310.17,1812.08,1113310.17,1812.08,0.00,,,,
NLONG14,2025-06-27,3796.70,-1812.08,100.50,100.16,3796.70,0.34,1113310.17,1812.08,1113310.17,1812.08,0.00,,,,
NLONG15,2025-06-27,0.00,-6129.53,100.55,100.55,0.00,0.00,1113310.17,6129.53,1113310.17,6129.53,0.00,,,,
NLONG16,2025-06-27,2816.47,-5418.45,100.74,100.49,2816.47,0.25,1113310.17,5418.45,1113310.17,5418.45,0.00,,,,
NLONG17,2025-06-27,3752.08,-1812.08,100.50,100.16,3752.08,0.34,1113310.17,1812.08,1113310.17,1812.08,0.00,,,,
NLONG18,2025-06-27,3796.70,-1812.08,100.50,100.16,3796.70,0.34,1113310.17,1812.08,1113310.17,1812.08,0.00,,,,
NLONG19,2025-06-27,0.00,-10949.09,100.98,100.98,0.00,0.00,1113310.17,10949.09,1113310.17,10949.09,0.00,,,,
NLONG2,2025-06-27,4152.80,-3388.25,100.67,100.30,4152.80,0.37,1113310.17,3388.25,1113310.17,3388.25,0.00,,,,
NLONG20,2025-06-27,2816.47,-9287.66,101.09,100.83,2816.47,0.25,1113310.17,9287.66,1113310.17,9287.66,0.00,,,,
NLONG21,2025-06-27,3466.07,437.79,100.27,99.96,3466.07,0.31,1113310.17,-437.79,1113310.17,-437.79,0.00,,,,
NLONG22,2025-06-27,3622.26,437.79,100.29,99.96,3622.26,0.33,1113310.17,-437.79,1113310.17,-437.79,0.00,,,,
NLONG23,2025-06-27,0.00,-4716.99,100.42,100.42,0.00,0.00,1113310.17,4716.99,1113310.17,4716.99,0.00,,,,
NLONG24,2025-06-27,0.00,6646.15,99.40,99.40,0.00,0.00,1113310.17,-6646.15,1113310.17,-6646.15,-0.60,,,,
NLONG3,2025-06-27,0.00,-5169.91,100.46,100.46,0.00,0.00,1113310.17,5169.91,1113310.17,5169.91,0.00,,,,
NLONG4,2025-06-27,0.00,5687.55,99.49,99.49,0.00,0.00,1113310.17,-5687.55,1113310.17,-5687.55,-0.51,,,,
NLONG5,2025-06-27,4082.15,-3603.80,100.69,100.32,4082.15,0.37,1113310.17,3603.80,1113310.17,3603.80,0.00,,,,
NLONG6,2025-06-27,4152.80,-3104.62,100.65,100.28,4152.80,0.37,1113310.17,3104.62,1113310.17,3104.62,0.00,,,,
NLONG7,2025-06-27,0.00,-12509.47,101.12,101.12,0.00,0.00,1113310.17,12509.47,1113310.17,12509.47,0.00,,,,
NLONG8,2025-06-27,2816.47,-12153.86,101.35,101.09,2816.47,0.25,1113310.17,12153.86,1113310.17,12153.86,0.00,,,,
NLONG9,2025-06-27,4082.15,-3603.80,100.69,100.32,4082.15,0.37,1113310.17,3603.80,1113310.17,3603.80,0.00,,,,
SLONG1,2025-06-27,3267.46,-2977.51,100.56,100.27,3267.46,0.29,1113310.17,2977.51,1113310.17,2977.51,0.00,,,,
SLONG10,2025-06-27,3472.73,-2827.25,100.56,100.25,3472.73,0.31,1113310.17,2827.25,1113310.17,2827.25,0.00,,,,
SLONG11,2025-06-27,4272.99,-2286.72,100.59,100.21,4272.99,0.38,1113310.17,2286.72,1113310.17,2286.72,0.00,,,,
SLONG12,2025-06-27,2815.27,-2827.25,100.50,100.25,2815.27,0.25,1113310.17,2827.25,1113310.17,2827.25,0.00,,,,
SLONG13,2025-06-27,3031.38,-565.17,100.32,100.05,3031.38,0.27,1113310.17,565.17,1113310.17,565.17,0.00,,,,
SLONG14,2025-06-27,3111.70,-565.17,100.33,100.05,3111.70,0.28,1113310.17,565.17,1113310.17,565.17,0.00,,,,
SLONG15,2025-06-27,4062.69,-565.17,100.42,100.05,4062.69,0.36,1113310.17,565.17,1113310.17,565.17,0.00,,,,
SLONG16,2025-06-27,2736.86,-565.17,100.30,100.05,2736.86,0.25,1113310.17,565.17,1113310.17,565.17,0.00,,,,
SLONG17,2025-06-27,3031.38,-565.17,100.32,100.05,3031.38,0.27,1113310.17,565.17,1113310.17,565.17,0.00,,,,
SLONG18,2025-06-27,3111.70,-565.17,100.33,100.05,3111.70,0.28,1113310.17,565.17,1113310.17,565.17,0.00,,,,
SLONG19,2025-06-27,4062.69,-1289.24,100.49,100.12,4062.69,0.36,1113310.17,1289.24,1113310.17,1289.24,0.00,,,,
SLONG2,2025-06-27,3472.73,-2895.82,100.57,100.26,3472.73,0.31,1113310.17,2895.82,1113310.17,2895.82,0.00,,,,
SLONG20,2025-06-27,2736.86,-1215.62,100.36,100.11,2736.86,0.25,1113310.17,1215.62,1113310.17,1215.62,0.00,,,,
SLONG21,2025-06-27,2629.66,508.03,100.19,99.95,2629.66,0.24,1113310.17,-508.03,1113310.17,-508.03,0.00,,,,
SLONG22,2025-06-27,2711.97,508.03,100.19,99.95,2711.97,0.24,1113310.17,-508.03,1113310.17,-508.03,0.00,,,,
SLONG23,2025-06-27,3421.99,402.14,100.27,99.96,3421.99,0.31,1113310.17,-402.14,1113310.17,-402.14,0.00,,,,
SLONG24,2025-06-27,2274.65,402.14,100.16,99.96,2274.65,0.20,1113310.17,-402.14,1113310.17,-402.14,0.00,,,,
SLONG3,2025-06-27,4272.99,-2215.12,100.58,100.20,4272.99,0.38,1113310.17,2215.12,1113310.17,2215.12,0.00,,,,
SLONG4,2025-06-27,2815.27,-2215.12,100.45,100.20,2815.27,0.25,1113310.17,2215.12,1113310.17,2215.12,0.00,,,,
SLONG5,2025-06-27,3267.46,-2286.72,100.50,100.21,3267.46,0.29,1113310.17,2286.72,1113310.17,2286.72,0.00,,,,
SLONG6,2025-06-27,3472.73,-2827.25,100.56,100.25,3472.73,0.31,1113310.17,2827.25,1113310.17,2827.25,0.00,,,,
SLONG7,2025-06-27,4272.99,-2286.72,100.59,100.21,4272.99,0.38,1113310.17,2286.72,1113310.17,2286.72,0.00,,,,
SLONG8,2025-06-27,2815.27,-2827.25,100.50,100.25,2815.27,0.25,1113310.17,2827.25,1113310.17,2827.25,0.00,,,,
SLONG9,2025-06-27,3267.46,-2286.72,100.50,100.21,3267.46,0.29,1113310.17,2286.72,1113310.17,2286.72,0.00,,,,
Large Cap Stock Holdings,2025-06-27,19363200.00,0.00,102.38,101.11,241150.00,1.26,19122050.00,19122050.00,18892650.00,229400.00,0.00,,,,
Liquidcase Stock Holdings,2025-06-27,4403867.50,0.00,100.10,100.05,2015.50,0.05,4401852.00,4401852.00,4401448.90,403.10,0.00,,,,
Small Cap Stock Holdings,2025-06-27,28489650.00,0.00,103.90,103.29,166246.00,0.59,28323404.00,28323404.00,28030668.00,292736.00,0.00,,,,
Debt Stock Holdings,2025-06-27,4403867.50,0.00,100.10,100.05,2015.50,0.05,4401852.00,4401852.00,4401448.90,403.10,0.00,,,,
Equity Stock Holdings,2025-06-27,47852850.00,0.00,103.28,102.40,407396.00,0.86,47445454.00,47445454.00,46923318.00,522136.00,0.00,,,,
Stock Holdings,2025-06-27,52256717.50,0.00,103.01,102.20,409411.50,0.79,51847306.00,51847306.00,51324766.90,522539.10,0.00,,,,
Miscellaneous P&L,2025-06-27,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
Total Tax,2025-06-27,-1389.84,1946.70,100.00,100.00,-1389.84,0.00,0.00,-1946.70,0.00,0.00,0.00,,,,
Equity Holdings Tax,2025-06-27,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
Equity Intraday Tax,2025-06-27,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
F&O Tax,2025-06-27,-1389.84,1946.70,100.00,100.00,-1389.84,0.00,0.00,-1946.70,0.00,0.00,0.00,,,,
MCX Tax,2025-06-27,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
Total Other Debits and Credits,2025-06-27,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
Equity Other Debits and Credits,2025-06-27,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
NPSAR,2025-06-27,3440273.02,-58503.17,100.69,100.32,100342.50,0.38,26719444.13,3398433.67,26719444.13,58503.15,0.00,,,,
SPSAR,2025-06-27,3364807.52,-75999.02,100.50,100.40,24877.00,0.09,26719444.13,3415929.52,26719444.13,75999.00,0.00,,,,
NLONG,2025-06-27,58156.62,-105306.30,100.61,100.39,58156.62,0.22,26719444.08,105306.30,26719444.08,105306.30,0.00,,,,
SLONG,2025-06-27,78408.88,-34834.99,100.42,100.13,78408.88,0.29,26719444.08,34834.99,26719444.08,34834.99,0.00,,,,
BNLONG,2025-06-27,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
FNLONG,2025-06-27,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
PSAR,2025-06-27,6805080.53,-134502.20,100.60,100.36,125219.50,0.23,53438888.26,6814363.18,53438888.26,134502.15,0.00,,,,
LONG,2025-06-27,136565.50,-140141.29,100.52,100.26,136565.50,0.26,53438888.16,140141.29,53438888.16,140141.29,0.00,,,,
Total Portfolio Value,2025-06-27,6940256.19,-272696.79,101.11,100.62,260395.16,0.49,53438888.00,6952557.77,53438888.00,272696.74,0.00,,,,
Zerodha Total Portfolio,2025-06-27,55945664.84,0.00,103.93,102.69,669806.66,1.21,55275858.18,55275858.18,54480622.34,795235.84,0.00,,,,
NPSAR1,2025-06-30,182874.20,-5902.50,100.70,100.88,-2677.50,-0.18,1484413.57,191454.20,1484413.57,5902.50,-0.18,,,,
NPSAR10,2025-06-30,417783.25,-11805.00,100.32,100.31,291.94,0.01,3339930.50,429296.31,3339930.50,11805.00,0.00,,,,
NPSAR11,2025-06-30,422022.37,-11805.00,100.57,100.43,4531.06,0.14,3339930.50,429296.31,3339930.50,11805.00,0.00,,,,
NPSAR12,2025-06-30,426622.27,-11805.00,100.80,100.53,9130.96,0.27,3339930.50,429296.31,3339930.50,11805.00,0.00,,,,
NPSAR13,2025-06-30,419287.67,-11805.00,100.68,100.63,1796.36,0.05,3339930.50,429296.31,3339930.50,11805.00,0.00,,,,
NPSAR2,2025-06-30,182874.20,-5902.50,100.55,100.73,-2677.50,-0.18,1484413.57,191454.20,1484413.57,5902.50,-0.18,,,,
NPSAR3,2025-06-30,182874.20,-5902.50,100.45,100.63,-2677.50,-0.18,1484413.57,191454.20,1484413.57,5902.50,-0.18,,,,
NPSAR4,2025-06-30,182874.20,-5902.50,100.45,100.63,-2677.50,-0.18,1484413.57,191454.20,1484413.57,5902.50,-0.18,,,,
NPSAR5,2025-06-30,182874.20,-5902.50,100.70,100.88,-2677.50,-0.18,1484413.57,191454.20,1484413.57,5902.50,-0.18,,,,
NPSAR6,2025-06-30,182874.20,-5902.50,100.70,100.88,-2677.50,-0.18,1484413.57,191454.20,1484413.57,5902.50,-0.18,,,,
NPSAR7,2025-06-30,182874.20,-5902.50,100.55,100.73,-2677.50,-0.18,1484413.57,191454.20,1484413.57,5902.50,-0.18,,,,
NPSAR8,2025-06-30,182874.20,-5902.50,101.24,101.42,-2677.50,-0.18,1484413.57,191454.20,1484413.57,5902.50,-0.18,,,,
NPSAR9,2025-06-30,182874.20,-5902.50,101.24,101.42,-2677.50,-0.18,1484413.57,191454.20,1484413.57,5902.50,-0.18,,,,
SPSAR1,2025-06-30,185915.70,-1219.00,100.68,100.66,364.00,0.02,1484413.57,186770.70,1484413.57,1219.00,0.00,,,,
SPSAR10,2025-06-30,422642.75,-3910.00,100.37,100.22,5151.44,0.15,3339930.50,421401.31,3339930.50,3910.00,0.00,,,,
SPSAR11,2025-06-30,424603.73,-3536.00,100.50,100.29,7112.42,0.21,3339930.50,421027.31,3339930.50,3536.00,0.00,,,,
SPSAR12,2025-06-30,418779.09,-3230.00,100.43,100.39,1287.78,0.04,3339930.50,420721.31,3339930.50,3230.00,0.00,,,,
SPSAR13,2025-06-30,424228.81,-3230.00,100.63,100.43,6737.50,0.20,3339930.50,420721.31,3339930.50,3230.00,0.00,,,,
SPSAR2,2025-06-30,185915.70,-1219.00,100.68,100.66,364.00,0.02,1484413.57,186770.70,1484413.57,1219.00,0.00,,,,
SPSAR3,2025-06-30,185915.70,-1219.00,100.68,100.66,364.00,0.02,1484413.57,186770.70,1484413.57,1219.00,0.00,,,,
SPSAR4,2025-06-30,185915.70,-1219.00,100.68,100.66,364.00,0.02,1484413.57,186770.70,1484413.57,1219.00,0.00,,,,
SPSAR5,2025-06-30,185915.70,-1219.00,100.68,100.66,364.00,0.02,1484413.57,186770.70,1484413.57,1219.00,0.00,,,,
SPSAR6,2025-06-30,185915.70,-1219.00,100.68,100.66,364.00,0.02,1484413.57,186770.70,1484413.57,1219.00,0.00,,,,
SPSAR7,2025-06-30,185915.70,-1219.00,100.68,100.66,364.00,0.02,1484413.57,186770.70,1484413.57,1219.00,0.00,,,,
SPSAR8,2025-06-30,185915.70,-1219.00,100.68,100.66,364.00,0.02,1484413.57,186770.70,1484413.57,1219.00,0.00,,,,
SPSAR9,2025-06-30,185915.70,-1219.00,100.68,100.66,364.00,0.02,1484413.57,186770.70,1484413.57,1219.00,0.00,,,,
BNLONG1,2025-06-30,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
BNLONG10,2025-06-30,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
BNLONG11,2025-06-30,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
BNLONG12,2025-06-30,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
BNLONG2,2025-06-30,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
BNLONG3,2025-06-30,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
BNLONG4,2025-06-30,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
BNLONG5,2025-06-30,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
BNLONG6,2025-06-30,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
BNLONG7,2025-06-30,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
BNLONG8,2025-06-30,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
BNLONG9,2025-06-30,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
FNLONG1,2025-06-30,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
FNLONG10,2025-06-30,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
FNLONG11,2025-06-30,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
FNLONG12,2025-06-30,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
FNLONG2,2025-06-30,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
FNLONG3,2025-06-30,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
FNLONG4,2025-06-30,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
